partner_id,hotel,arrival_date_year,arrival_date_month,country,market_segment,distribution_channel,reserved_room_type,customer_type,lead_time,lead_time_band,adr,partner_segment,region_proxy,quality_score_proxy,eligible_for_test,treatment_group,baseline_commission_rate,test_incentive_rate,booking_units_before,booking_units_after,gross_booking_value_before,gross_booking_value_after,platform_margin_before,platform_margin_after,booking_delta,revenue_delta,margin_delta,cancellation_rate_proxy,cannibalization_pressure
C_POL_Online TA_396,City Hotel,2016,August,POL,Online TA,TA/TO,G,Transient,145,90d+,269.3,Core,Other,89.00690907794235,1,0,0.165,0.0,1.0,0.9559675210752554,807.9000000000001,772.3261602766989,133.3035,127.43381644565534,-0.0440324789247446,-35.57383972330115,-5.869683554344675,0.0,0.01
C_PRT_Direct_397,City Hotel,2016,December,PRT,Direct,Direct,A,Transient,23,8-30d,79.2,Core,South Europe,91.35316898516297,1,1,0.165,0.025,1.0,1.0397301583223266,79.2,82.34662853912828,13.068000000000001,11.52852799547796,0.039730158322326625,3.1466285391282725,-1.5394720045220414,0.0,0.01
C_PRT_Direct_398,City Hotel,2016,May,PRT,Direct,Direct,G,Transient,2,0-7d,90.0,Core,South Europe,79.65082569481044,1,1,0.165,0.025,1.0,0.9893517051379124,180.0,178.08330692482423,29.700000000000003,24.931662969475394,-0.010648294862087626,-1.9166930751757718,-4.768337030524609,0.0,0.01
C_ESP_Offline TA/TO_399,City Hotel,2017,January,ESP,Offline TA/TO,TA/TO,F,Transient,4,0-7d,116.79,Core,South Europe,85.12425680545023,1,0,0.165,0.0,1.0,0.9706699332649019,467.16,453.4581660240316,77.0814,74.82059739396522,-0.02933006673509808,-13.70183397596844,-2.2608026060347868,0.0,0.01
R_GBR_Offline TA/TO_400,Resort Hotel,2017,April,GBR,Offline TA/TO,TA/TO,D,Contract,82,31-90d,52.85,Core,West/North Europe,86.28902881038101,1,1,0.165,0.025,1.0,0.9554425589683846,369.95,353.46597469035385,61.04175,49.485236456649545,-0.04455744103161541,-16.484025309646142,-11.556513543350455,0.0,0.025
C_PRT_Groups_401,City Hotel,2017,April,PRT,Groups,TA/TO,A,Transient,135,90d+,90.0,Growth,South Europe,70.82988395679938,0,0,0.155,0.0,1.0,0.9081711565058246,270.0,245.20621225657263,41.85,38.00696289976876,-0.09182884349417542,-24.793787743427373,-3.8430371002312427,1.0,0.01
R_GBR_Offline TA/TO_402,Resort Hotel,2016,March,GBR,Offline TA/TO,TA/TO,A,Transient,38,31-90d,49.5,Core,West/North Europe,74.63068957474904,1,0,0.165,0.0,1.0,1.070971205593317,346.5,371.09152273808434,57.1725,61.23010125178392,0.07097120559331693,24.591522738084336,4.057601251783922,0.0,0.025
C_DEU_Online TA_403,City Hotel,2016,August,DEU,Online TA,TA/TO,A,Transient,133,90d+,94.5,Core,West/North Europe,53.62228218450266,0,0,0.165,0.0,1.0,1.021364644205883,94.5,96.51895887745594,15.592500000000001,15.925628214780232,0.02136464420588302,2.018958877455944,0.33312821478023125,1.0,0.01
C_PRT_Groups_404,City Hotel,2016,November,PRT,Groups,TA/TO,A,Transient,489,90d+,62.8,Growth,South Europe,79.63123744915256,0,0,0.155,0.0,1.0,1.0055725919405403,125.6,126.29991754773185,19.468,19.576487219898436,0.005572591940540272,0.6999175477318573,0.10848721989843568,1.0,0.01
R_GBR_Offline TA/TO_405,Resort Hotel,2017,May,GBR,Offline TA/TO,TA/TO,A,Contract,165,90d+,86.7,Core,West/North Europe,83.08831901230818,1,0,0.165,0.0,1.0,0.9475627467450571,867.0,821.5369014279645,143.055,135.55358873561414,-0.05243725325494286,-45.463098572035506,-7.501411264385865,0.0,0.01
R_PRT_Online TA_406,Resort Hotel,2017,February,PRT,Online TA,TA/TO,A,Transient,34,31-90d,43.0,Core,South Europe,71.76304333067708,1,1,0.165,0.025,1.0,1.030502105536226,86.0,88.62318107611544,14.190000000000001,12.407245350656163,0.03050210553622601,2.6231810761154435,-1.782754649343838,0.0,0.01
C_PRT_Offline TA/TO_407,City Hotel,2016,May,PRT,Offline TA/TO,TA/TO,A,Transient,3,0-7d,92.7,Core,South Europe,80.92214899656284,1,1,0.165,0.025,1.0,0.965618561525948,278.1,268.53852196036615,45.886500000000005,37.595393074451266,-0.03438143847405195,-9.561478039633869,-8.291106925548739,0.0,0.01
C_IRL_Offline TA/TO_408,City Hotel,2016,June,IRL,Offline TA/TO,TA/TO,A,Transient,34,31-90d,80.75,Core,West/North Europe,65.61788744974946,0,0,0.165,0.0,1.0,0.9983645292927846,403.75,403.0896787019618,66.61875,66.5097969858237,-0.0016354707072153696,-0.6603212980381841,-0.10895301417630776,0.0,0.025
R_PRT_Direct_409,Resort Hotel,2016,August,PRT,Direct,Direct,A,Transient,240,90d+,113.05,Core,South Europe,61.68644498719307,0,0,0.165,0.0,1.0,1.0200238542725566,791.35,807.1958770785877,130.57275,133.18731971796697,0.020023854272556596,15.845877078587705,2.6145697179669583,1.0,0.01
R_CN_Online TA_410,Resort Hotel,2015,December,CN,Online TA,TA/TO,E,Transient,49,31-90d,46.27,Core,Other,90.66849332194754,1,0,0.165,0.0,1.0,0.9674499788589115,370.16,358.1112841744147,61.07640000000001,59.08836188877843,-0.032550021141088514,-12.048715825585305,-1.9880381112215773,0.0,0.01
C_DEU_Online TA_411,City Hotel,2016,September,DEU,Online TA,TA/TO,D,Transient,78,31-90d,149.4,Core,West/North Europe,78.61836336681873,1,0,0.165,0.0,1.0,0.9545915002788298,1045.8,998.3117909916001,172.557,164.72144551361401,-0.045408499721170226,-47.48820900839985,-7.835554486385973,0.0,0.025
C_PRT_Online TA_412,City Hotel,2015,October,PRT,Online TA,TA/TO,A,Transient,92,90d+,89.25,Core,South Europe,81.70493254423945,1,1,0.165,0.025,1.0,1.0054618510145337,446.25,448.68735101523566,73.63125000000001,62.816229142133,0.00546185101453367,2.437351015235663,-10.815020857867012,0.0,0.01
R_PRT_Direct_413,Resort Hotel,2015,October,PRT,Direct,Direct,A,Transient,2,0-7d,56.0,Long Tail,South Europe,91.46557908758238,0,0,0.15,0.0,1.0,1.0488891254179336,112.0,117.47558204680855,16.8,17.62133730702128,0.048889125417933554,5.4755820468085545,0.821337307021281,0.0,0.01
C_PRT_Offline TA/TO_414,City Hotel,2017,April,PRT,Offline TA/TO,TA/TO,A,Transient,152,90d+,95.0,Core,South Europe,47.748491746077505,0,0,0.165,0.0,1.0,1.0120974685119144,380.0,384.5970380345275,62.7,63.45851127569704,0.0120974685119144,4.597038034527486,0.7585112756970389,1.0,0.01
C_FRA_Online TA_415,City Hotel,2017,August,FRA,Online TA,TA/TO,A,Transient-Party,308,90d+,89.1,Core,South Europe,75.74900151460318,1,0,0.165,0.0,1.0,0.9035850790619976,534.5999999999999,483.05658326654384,88.20899999999999,79.70433623897974,-0.09641492093800241,-51.54341673345607,-8.504663761020254,0.0,0.01
R_GBR_Offline TA/TO_416,Resort Hotel,2017,May,GBR,Offline TA/TO,TA/TO,A,Contract,289,90d+,72.95,Core,West/North Europe,83.40319372799053,1,1,0.165,0.025,1.0,1.0784076861113054,729.5,786.6984070181974,120.3675,110.13777698254765,0.07840768611130544,57.19840701819737,-10.229723017452358,0.0,0.01
C_ESP_Online TA_417,City Hotel,2017,April,ESP,Online TA,TA/TO,A,Transient,60,31-90d,186.3,Core,South Europe,79.73365613773227,1,1,0.165,0.025,1.0,1.0675953292083402,745.2,795.5720393260552,122.95800000000001,111.38008550564774,0.06759532920834022,50.37203932605519,-11.577914494352271,0.0,0.01
C_FRA_Online TA_418,City Hotel,2017,August,FRA,Online TA,TA/TO,A,Transient,262,90d+,107.1,Core,South Europe,57.942931717684885,0,0,0.165,0.0,1.0,1.011225813804567,321.29999999999995,324.9068539754074,53.0145,53.60963090594222,0.011225813804567109,3.6068539754074322,0.5951309059422201,1.0,0.01
C_PRT_Offline TA/TO_419,City Hotel,2017,May,PRT,Offline TA/TO,TA/TO,A,Transient,286,90d+,84.6,Core,South Europe,51.153747764154346,0,0,0.165,0.0,1.0,1.098736930518683,84.6,92.95314432188057,13.959,15.337268813110295,0.09873693051868293,8.353144321880578,1.3782688131102958,1.0,0.01
C_PRT_Offline TA/TO_420,City Hotel,2016,February,PRT,Offline TA/TO,TA/TO,A,Transient,44,31-90d,75.0,Core,South Europe,61.50019440145056,0,0,0.165,0.0,1.0,1.0014299743724762,225.0,225.32174423380712,37.125,37.178087798578176,0.0014299743724761615,0.3217442338071237,0.05308779857817569,1.0,0.01
C_PRT_Offline TA/TO_421,City Hotel,2016,May,PRT,Offline TA/TO,TA/TO,A,Transient-Party,323,90d+,70.0,Core,South Europe,58.95536840374008,0,0,0.165,0.0,1.0,1.0258445654152566,280.0,287.23647831627187,46.2,47.39401892218486,0.025844565415256593,7.236478316271871,1.1940189221848598,1.0,0.01
R_PRT_Online TA_422,Resort Hotel,2016,July,PRT,Online TA,TA/TO,A,Transient,3,0-7d,198.5,Core,South Europe,88.84433345963123,1,0,0.165,0.0,1.0,1.0281649452951906,397.0,408.1814832821907,65.50500000000001,67.34994474156147,0.028164945295190646,11.181483282190698,1.8449447415614628,0.0,0.01
C_PRT_Online TA_423,City Hotel,2016,January,PRT,Online TA,TA/TO,B,Transient-Party,13,8-30d,77.25,Core,South Europe,86.40279650336204,1,1,0.165,0.025,1.0,1.0876449226613412,231.75,252.06171082676582,38.23875,35.28863951574722,0.08764492266134116,20.311710826765818,-2.9501104842527823,0.0,0.01
C_FRA_Online TA_424,City Hotel,2017,June,FRA,Online TA,Direct,A,Transient,206,90d+,117.0,Core,South Europe,86.44683050747217,1,0,0.165,0.0,1.0,0.9866280963419134,351.0,346.3064618160116,57.915000000000006,57.14056619964192,-0.013371903658086604,-4.69353818398838,-0.7744338003580893,0.0,0.01
C_FRA_Online TA_425,City Hotel,2016,July,FRA,Online TA,TA/TO,D,Transient,85,31-90d,91.48,Core,South Europe,74.8758485182892,1,0,0.165,0.0,1.0,0.9613095463640865,457.40000000000003,439.7029865069332,75.471,72.55099277364398,-0.0386904536359135,-17.697013493066834,-2.92000722635602,0.0,0.01
C_PRT_Groups_426,City Hotel,2017,August,PRT,Groups,TA/TO,A,Transient-Party,213,90d+,104.0,Growth,South Europe,88.4481408615141,1,1,0.155,0.025,1.0,1.1383842714460763,416.0,473.56785692156774,64.48,61.56382139980381,0.13838427144607635,57.56785692156774,-2.916178600196197,0.0,0.01
C_PRT_Groups_427,City Hotel,2016,March,PRT,Groups,TA/TO,A,Transient,393,90d+,70.53,Growth,South Europe,57.6839351873689,0,0,0.155,0.0,1.0,1.0552804083875396,211.59,223.2867816107195,32.79645,34.60945114966152,0.05528040838753956,11.696781610719484,1.8130011496615168,1.0,0.01
R_ESP_Online TA_428,Resort Hotel,2016,September,ESP,Online TA,TA/TO,A,Transient,22,8-30d,110.0,Core,South Europe,83.83381184645268,1,0,0.165,0.0,1.0,1.0764900595898876,220.0,236.8278131097753,36.300000000000004,39.07658916311293,0.07649005958988764,16.827813109775292,2.7765891631129236,0.0,0.01
R_PRT_Groups_429,Resort Hotel,2016,December,PRT,Groups,Direct,A,Transient-Party,10,8-30d,44.0,Growth,South Europe,92.33785063473567,1,0,0.155,0.0,1.0,1.0249341261169402,44.0,45.09710154914537,6.82,6.990050740117533,0.024934126116940236,1.0971015491453713,0.1700507401175324,0.0,0.01
C_GBR_Online TA_430,City Hotel,2017,March,GBR,Online TA,TA/TO,A,Transient,289,90d+,81.9,Core,West/North Europe,54.963951104381735,0,0,0.165,0.0,1.0,0.901074638892116,245.70000000000002,221.39403877579292,40.5405,36.530016398005834,-0.09892536110788397,-24.305961224207095,-4.010483601994167,1.0,0.01
C_PRT_Offline TA/TO_431,City Hotel,2016,May,PRT,Offline TA/TO,TA/TO,A,Transient,192,90d+,135.0,Core,South Europe,66.958290299213,0,0,0.165,0.0,1.0,1.0098448963805557,405.0,408.98718303412505,66.825,67.48288520063063,0.009844896380555745,3.987183034125053,0.6578852006306306,1.0,0.01
C_ESP_Online TA_432,City Hotel,2017,February,ESP,Online TA,TA/TO,A,Transient,13,8-30d,91.8,Core,South Europe,70.11132709561166,0,0,0.165,0.0,1.0,1.0020214546041202,367.2,367.94227813063293,60.588,60.71047589155444,0.0020214546041201764,0.7422781306329398,0.12247589155443706,1.0,0.01
C_FRA_Online TA_433,City Hotel,2016,October,FRA,Online TA,TA/TO,A,Transient,27,8-30d,110.0,Core,South Europe,90.26949106155061,1,1,0.165,0.025,1.0,1.108767000634162,440.0,487.8574802790312,72.60000000000001,68.30004723906438,0.10876700063416189,47.85748027903122,-4.299952760935625,0.0,0.01
C_PRT_Groups_434,City Hotel,2015,July,PRT,Groups,TA/TO,A,Transient-Party,265,90d+,62.8,Growth,South Europe,50.63565432462805,0,0,0.155,0.0,1.0,1.0635059370095754,125.6,133.57634568840265,19.468,20.70433358170241,0.06350593700957541,7.97634568840266,1.2363335817024108,1.0,0.01
C_FRA_Offline TA/TO_435,City Hotel,2016,March,FRA,Offline TA/TO,TA/TO,A,Transient,72,31-90d,68.0,Core,South Europe,69.69594728061148,1,0,0.165,0.0,1.0,1.03676854067608,272.0,282.00104306389375,44.88,46.53017210554247,0.03676854067608004,10.001043063893746,1.6501721055424667,0.0,0.01
R_NLD_Online TA_436,Resort Hotel,2016,May,NLD,Online TA,TA/TO,D,Transient,117,90d+,73.0,Core,West/North Europe,92.55184439981959,1,0,0.165,0.0,1.0,0.8756202890195589,365.0,319.601405492139,60.225,52.734231906202936,-0.1243797109804411,-45.39859450786099,-7.490768093797065,0.0,0.01
C_FRA_Online TA_437,City Hotel,2017,June,FRA,Online TA,TA/TO,E,Transient,158,90d+,153.0,Core,South Europe,85.77969542931756,1,1,0.165,0.025,1.0,0.9855109579269495,459.0,452.34952968846983,75.735,63.328934156385785,-0.014489042073050462,-6.650470311530171,-12.406065843614215,0.0,0.01
C_PRT_Groups_438,City Hotel,2015,August,PRT,Groups,TA/TO,A,Contract,304,90d+,62.0,Growth,South Europe,52.283617704249764,0,0,0.155,0.0,1.0,0.9781430092189705,124.0,121.28973314315233,19.22,18.79990863718861,-0.02185699078102954,-2.7102668568476673,-0.42009136281138737,1.0,0.01
R_CIV_Direct_439,Resort Hotel,2016,March,CIV,Direct,Direct,D,Group,41,31-90d,72.0,Core,Other,93.21493640628921,1,0,0.165,0.0,1.0,0.9795178787956497,144.0,141.05057454657356,23.76,23.27334480018464,-0.020482121204350334,-2.949425453426443,-0.4866551998153632,0.0,0.01
C_POL_Online TA_440,City Hotel,2016,September,POL,Online TA,TA/TO,A,Transient,201,90d+,119.85,Core,Other,78.96908783385534,1,0,0.165,0.0,1.0,1.0100124799684085,479.4,484.199982896855,79.101,79.89299717798107,0.010012479968408483,4.799982896854999,0.7919971779810737,0.0,0.01
R_PRT_Groups_441,Resort Hotel,2016,March,PRT,Groups,Direct,A,Transient-Party,169,90d+,60.0,Growth,South Europe,82.0309131923834,1,0,0.155,0.0,1.0,1.0888122979261896,240.0,261.3149515022855,37.2,40.50381748285425,0.08881229792618961,21.31495150228551,3.3038174828542495,0.0,0.01
R_GBR_Offline TA/TO_442,Resort Hotel,2016,February,GBR,Offline TA/TO,TA/TO,E,Transient,24,8-30d,55.73,Core,West/North Europe,88.67423255021896,1,1,0.165,0.025,1.0,1.0667554317617194,334.38,356.7016812724837,55.1727,49.93823537814772,0.06675543176171939,22.321681272483715,-5.2344646218522755,0.0,0.025
C_DEU_Online TA_443,City Hotel,2016,September,DEU,Online TA,TA/TO,A,Transient,49,31-90d,110.7,Core,West/North Europe,52.204780178695856,0,0,0.165,0.0,1.0,0.9448600378866177,332.1,313.78801858214575,54.79650000000001,51.775023066054054,-0.055139962113382346,-18.31198141785427,-3.021476933945955,1.0,0.025
R_PRT_Offline TA/TO_444,Resort Hotel,2015,August,PRT,Offline TA/TO,TA/TO,D,Transient,84,31-90d,149.0,Core,South Europe,59.233633632750525,0,0,0.165,0.0,1.0,0.9502798405938588,1341.0,1274.3252662363648,221.26500000000001,210.2636689290002,-0.04972015940614116,-66.67473376363523,-11.001331070999811,1.0,0.01
C_PRT_Direct_445,City Hotel,2015,August,PRT,Direct,Direct,A,Transient,0,0-7d,124.0,Core,South Europe,92.62396028739353,1,0,0.165,0.0,1.0,0.9448604109545252,124.0,117.16269095836113,20.46,19.331844008129586,-0.05513958904547478,-6.837309041638875,-1.1281559918704147,0.0,0.01
C_PRT_Direct_446,City Hotel,2016,April,PRT,Direct,Direct,A,Transient,0,0-7d,99.0,Core,South Europe,86.47777520534791,1,1,0.165,0.025,1.0,1.0279895277136337,99.0,101.77096324364973,16.335,14.247934854110964,0.02798952771363372,2.7709632436497316,-2.087065145889037,0.0,0.01
R_ESP_Direct_447,Resort Hotel,2016,September,ESP,Direct,Direct,F,Transient,1,0-7d,162.0,Premium,South Europe,93.73198435776577,0,0,0.175,0.0,1.0,1.0483329733058258,324.0,339.65988335108756,56.699999999999996,59.44047958644032,0.048332973305825755,15.659883351087558,2.7404795864403226,0.0,0.01
C_PRT_Groups_448,City Hotel,2016,May,PRT,Groups,TA/TO,A,Transient,121,90d+,96.0,Growth,South Europe,67.93521650604198,0,0,0.155,0.0,1.0,1.057841087295777,192.0,203.1054887607892,29.759999999999998,31.481350757922325,0.05784108729577708,11.1054887607892,1.7213507579223268,1.0,0.01
R_FRA_Online TA_449,Resort Hotel,2016,December,FRA,Online TA,TA/TO,E,Transient,1,0-7d,63.0,Core,South Europe,85.05416834095134,1,0,0.165,0.0,1.0,0.9774270640673359,63.0,61.577905036242164,10.395000000000001,10.160354330979958,-0.022572935932664073,-1.4220949637578357,-0.23464566902004336,0.0,0.01
C_SWE_Online TA_450,City Hotel,2017,March,SWE,Online TA,TA/TO,D,Transient,71,31-90d,100.3,Core,Other,43.64281036549828,0,0,0.165,0.0,1.0,0.9981915451266307,501.5,500.5930598810053,82.7475,82.59785488036587,-0.0018084548733693362,-0.9069401189947257,-0.14964511963412974,1.0,0.01
C_BRA_Direct_451,City Hotel,2017,August,BRA,Direct,Direct,A,Transient,0,0-7d,140.0,Premium,Americas,77.25959393349285,0,0,0.175,0.0,1.0,1.100450846104692,140.0,154.0631184546569,24.5,26.961045729564955,0.10045084610469202,14.063118454656887,2.4610457295649546,0.0,0.01
R_DEU_Direct_452,Resort Hotel,2017,March,DEU,Direct,Direct,E,Transient-Party,5,0-7d,80.0,Core,West/North Europe,90.34333878669142,1,1,0.165,0.025,1.0,0.9459086679395844,320.0,302.690773740667,52.800000000000004,42.376708323693386,-0.05409133206041561,-17.309226259333002,-10.423291676306619,0.0,0.01
C_GBR_Groups_453,City Hotel,2015,September,GBR,Groups,TA/TO,A,Transient-Party,16,8-30d,170.0,Growth,West/North Europe,74.14824005800298,1,1,0.155,0.025,1.0,1.103277756893452,340.0,375.11443734377366,52.7,48.76487685469058,0.10327775689345198,35.11443734377366,-3.9351231453094258,0.0,0.025
C_NLD_Offline TA/TO_454,City Hotel,2016,October,NLD,Offline TA/TO,TA/TO,A,Transient,20,8-30d,85.0,Core,West/North Europe,82.71315187989136,1,1,0.165,0.025,1.0,1.0517970391930305,85.0,89.4027483314076,14.025,12.516384766397064,0.05179703919303047,4.402748331407594,-1.5086152336029368,0.0,0.025
C_PRT_Online TA_455,City Hotel,2017,June,PRT,Online TA,TA/TO,A,Transient,47,31-90d,133.33,Core,South Europe,87.36936429582323,1,1,0.165,0.025,1.0,1.0172012964553323,399.99,406.87034656916836,65.99835,56.96184851968358,0.017201296455332304,6.880346569168353,-9.036501480316424,0.0,0.01
C_AUS_Online TA_456,City Hotel,2016,September,AUS,Online TA,TA/TO,A,Transient,228,90d+,90.1,Core,Other,95.28699487033057,1,0,0.165,0.0,1.0,0.9988931384148594,360.4,360.0010870847153,59.466,59.40017936897803,-0.0011068615851406172,-0.39891291528465445,-0.06582063102197111,0.0,0.01
C_PRT_Offline TA/TO_457,City Hotel,2016,June,PRT,Offline TA/TO,TA/TO,A,Transient,221,90d+,80.0,Core,South Europe,53.474862124819104,0,0,0.165,0.0,1.0,1.025213191514351,240.0,246.05116596344425,39.6,40.598442383968305,0.025213191514350974,6.051165963444248,0.9984423839683032,1.0,0.01
C_DEU_Groups_458,City Hotel,2017,May,DEU,Groups,Corporate,A,Transient-Party,31,31-90d,130.0,Growth,West/North Europe,80.49558603641809,1,0,0.155,0.0,1.0,0.9823267625573103,650.0,638.5123956622517,100.75,98.96942132764902,-0.01767323744268967,-11.48760433774828,-1.780578672350984,0.0,0.025
C_PRT_Groups_459,City Hotel,2017,May,PRT,Groups,TA/TO,A,Transient-Party,35,31-90d,130.0,Growth,South Europe,59.6328796345315,0,0,0.155,0.0,1.0,0.9617436640608686,130.0,125.02667632791292,20.15,19.3791348308265,-0.03825633593913136,-4.973323672087076,-0.7708651691734971,1.0,0.01
R_PRT_Direct_460,Resort Hotel,2017,June,PRT,Direct,Direct,A,Transient,3,0-7d,97.85,Core,South Europe,87.45639078867072,1,0,0.165,0.0,1.0,0.9572250353202757,391.4,374.65787882435586,64.581,61.81855000601872,-0.0427749646797243,-16.742121175644115,-2.762449993981285,0.0,0.01
R_PRT_Direct_461,Resort Hotel,2017,February,PRT,Direct,Direct,D,Transient,0,0-7d,78.0,Core,South Europe,58.92027220822734,0,0,0.165,0.0,1.0,1.1117300551733822,78.0,86.71494430352381,12.870000000000001,14.307965810081429,0.11173005517338219,8.714944303523808,1.4379658100814279,1.0,0.01
R_PRT_Online TA_462,Resort Hotel,2017,August,PRT,Online TA,TA/TO,A,Transient,78,31-90d,241.6,Core,South Europe,67.34487844220067,0,0,0.165,0.0,1.0,0.9735823756516278,2416.0,2352.1750195743325,398.64000000000004,388.10887822976485,-0.02641762434837225,-63.82498042566749,-10.531121770235188,1.0,0.01
R_ESP_Online TA_463,Resort Hotel,2017,August,ESP,Online TA,TA/TO,A,Transient,253,90d+,153.75,Core,South Europe,54.4059931688007,0,0,0.165,0.0,1.0,1.0120810770743054,922.5,933.6447936010467,152.2125,154.0513909441727,0.01208107707430539,11.144793601046672,1.8388909441727037,1.0,0.01
R_PRT_Groups_464,Resort Hotel,2016,February,PRT,Groups,TA/TO,A,Transient,111,90d+,70.0,Growth,South Europe,60.8411265336533,0,0,0.155,0.0,1.0,1.0471151478765726,140.0,146.59612070272016,21.7,22.722398708921624,0.04711514787657256,6.596120702720157,1.0223987089216244,1.0,0.01
C_ISR_Online TA_465,City Hotel,2015,September,ISR,Online TA,TA/TO,D,Contract,7,0-7d,136.0,Core,Other,88.11648897172913,1,0,0.165,0.0,1.0,0.9873102239414981,408.0,402.82257136813126,67.32000000000001,66.46572427574166,-0.012689776058501856,-5.177428631868736,-0.8542757242583434,0.0,0.01
R_PRT_Direct_466,Resort Hotel,2016,July,PRT,Direct,Direct,A,Transient,7,0-7d,126.0,Premium,South Europe,57.198370330659,0,0,0.175,0.0,1.0,1.0021473896720563,252.0,252.5411421973582,44.099999999999994,44.194699884537684,0.002147389672056299,0.541142197358198,0.09469988453768963,1.0,0.01
R_PRT_Offline TA/TO_467,Resort Hotel,2016,January,PRT,Offline TA/TO,TA/TO,A,Transient,1,0-7d,25.0,Core,South Europe,90.87796955591976,1,0,0.165,0.0,1.0,1.0301647031618635,25.0,25.754117579046586,4.125,4.249429400542687,0.030164703161863482,0.7541175790465857,0.12442940054268714,0.0,0.01
R_ESP_Online TA_468,Resort Hotel,2017,January,ESP,Online TA,TA/TO,A,Transient,14,8-30d,66.4,Core,South Europe,86.04270978869644,1,1,0.165,0.025,1.0,0.9841240821018558,132.8,130.69167810312646,21.912000000000003,18.296834934437708,-0.015875917898144243,-2.108321896873548,-3.6151650655622944,0.0,0.01
C_ITA_Offline TA/TO_469,City Hotel,2015,August,ITA,Offline TA/TO,TA/TO,A,Transient-Party,117,90d+,94.5,Core,South Europe,90.52191999206592,1,0,0.165,0.0,1.0,0.9078128190543081,283.5,257.36493420189635,46.7775,42.4652141433129,-0.0921871809456919,-26.135065798103653,-4.3122858566871045,0.0,0.01
C_RUS_Direct_470,City Hotel,2017,August,RUS,Direct,Direct,A,Transient,154,90d+,112.5,Core,Other,61.358728756341826,0,0,0.165,0.0,1.0,0.9561637479188131,562.5,537.8421082043324,92.8125,88.74394785371484,-0.04383625208118691,-24.657891795667638,-4.068552146285157,1.0,0.01
C_PRT_Offline TA/TO_471,City Hotel,2015,September,PRT,Offline TA/TO,TA/TO,A,Transient,195,90d+,48.0,Core,South Europe,60.1348320004106,0,0,0.165,0.0,1.0,1.1037080614522874,96.0,105.95597389941959,15.84,17.482735693404234,0.10370806145228739,9.95597389941959,1.6427356934042336,1.0,0.01
C_FRA_Online TA_472,City Hotel,2016,August,FRA,Online TA,TA/TO,A,Transient,10,8-30d,157.0,Core,South Europe,80.57325770205452,1,1,0.165,0.025,1.0,1.000490474115515,314.0,314.1540088722717,51.81,43.98156124211804,0.0004904741155149495,0.1540088722716746,-7.828438757881962,0.0,0.01
C_NLD_Direct_473,City Hotel,2017,July,NLD,Direct,Direct,A,Transient-Party,167,90d+,89.1,Core,West/North Europe,80.58459806366143,1,1,0.165,0.025,1.0,1.04283894088474,178.2,185.83389926566068,29.403,26.016745897192497,0.04283894088474005,7.633899265660688,-3.386254102807502,0.0,0.01
C_PRT_Groups_474,City Hotel,2017,April,PRT,Groups,TA/TO,A,Transient,125,90d+,85.0,Growth,South Europe,68.57077535950144,0,0,0.155,0.0,1.0,0.9204513318863848,255.0,234.71508963102812,39.525,36.38083889280936,-0.07954866811361516,-20.28491036897188,-3.144161107190641,1.0,0.01
C_BRA_Corporate_475,City Hotel,2016,January,BRA,Corporate,Corporate,A,Transient-Party,33,31-90d,64.0,Growth,Americas,89.44857311164233,1,0,0.155,0.0,1.0,1.080528650010633,192.0,207.46150080204154,29.759999999999998,32.15653262431644,0.08052865001063303,15.461500802041542,2.3965326243164427,0.0,0.01
C_PRT_Groups_476,City Hotel,2016,March,PRT,Groups,TA/TO,A,Transient,91,90d+,75.0,Growth,South Europe,52.83924383644319,0,0,0.155,0.0,1.0,0.9819348797972492,150.0,147.29023196958738,23.25,22.829985955286045,-0.01806512020275075,-2.7097680304126186,-0.4200140447139553,1.0,0.01
C_PRT_Online TA_477,City Hotel,2017,May,PRT,Online TA,GDS,A,Transient,0,0-7d,95.0,Core,South Europe,86.26604397258382,1,0,0.165,0.0,1.0,0.972703362633113,95.0,92.40681945014573,15.675,15.247125209274047,-0.027296637366887033,-2.5931805498542673,-0.42787479072595325,0.0,0.01
R_PRT_Direct_478,Resort Hotel,2017,February,PRT,Direct,Direct,D,Transient,2,0-7d,53.0,Long Tail,South Europe,43.38356762525202,0,0,0.15,0.0,1.0,0.991994058667854,212.0,210.30274043758504,31.799999999999997,31.545411065637754,-0.00800594133214605,-1.6972595624149562,-0.2545889343622427,1.0,0.01
C_DEU_Online TA_479,City Hotel,2017,July,DEU,Online TA,TA/TO,A,Transient,222,90d+,125.1,Core,West/North Europe,80.98241885410408,1,1,0.165,0.025,1.0,1.185782248065485,500.4,593.3654369319686,82.566,83.0711611704756,0.18578224806548493,92.96543693196861,0.5051611704756027,0.0,0.01
R_IRL_Online TA_480,Resort Hotel,2017,August,IRL,Online TA,TA/TO,A,Transient,207,90d+,152.33,Core,West/North Europe,66.72719373633934,0,0,0.165,0.0,1.0,1.0264916712043795,913.98,938.1928576473788,150.8067,154.8018215118175,0.026491671204379452,24.21285764737877,3.9951215118175014,1.0,0.01
R_NLD_Offline TA/TO_481,Resort Hotel,2016,May,NLD,Offline TA/TO,TA/TO,D,Transient,65,31-90d,77.5,Core,West/North Europe,84.12398087902189,1,0,0.165,0.0,1.0,0.9905923715915528,542.5,537.3963615884173,89.5125,88.67039966208887,-0.009407628408447222,-5.103638411582665,-0.842100337911134,0.0,0.025
