partner_id,partner_segment,region,channel,price_band,quality_score,eligible_for_test,treatment_group,baseline_commission_rate,test_incentive_rate,bookings_before,bookings_after,adr,gross_revenue_before,gross_revenue_after,platform_margin_before,platform_margin_after,cancellation_rate_before,cancellation_rate_after,cannibalization_pressure,booking_delta,revenue_delta,margin_delta
100139,Growth,North Europe,Direct,Budget,82.7,1,1,0.155,0.025,209,216,57.03,11918.82,12318.02,1847.42,1601.34,0.1113,0.1269,0.01,7,399.2000000000007,-246.08000000000015
100140,Core,North Europe,Direct,Budget,67.9,1,1,0.165,0.025,267,273,59.32,15839.43,16195.37,2613.51,2267.35,0.1108,0.1082,0.01,6,355.9400000000005,-346.1600000000003
100141,Core,South Europe,Affiliate,Budget,93.0,1,1,0.165,0.025,240,239,56.3,13512.05,13455.75,2229.49,1883.81,0.1025,0.0892,0.01,-1,-56.29999999999927,-345.67999999999984
100142,Long Tail,South Europe,Direct,Midscale,71.4,0,0,0.15,0.0,122,93,171.67,20943.18,15964.88,3141.48,2394.73,0.1341,0.1296,0.01,-29,-4978.300000000001,-746.75
100143,Core,South Europe,Direct,Midscale,83.0,1,0,0.165,0.0,262,265,135.91,35608.43,36016.16,5875.39,5942.67,0.0992,0.1056,0.01,3,407.7300000000032,67.27999999999975
100144,Core,North Europe,Mobile,Budget,88.7,1,0,0.165,0.0,306,301,99.58,30470.89,29973.0,5027.7,4945.55,0.0688,0.0691,0.01,-5,-497.8899999999994,-82.14999999999964
100145,Core,West Europe,Corporate,Midscale,81.8,1,1,0.165,0.025,266,302,128.63,34214.88,38845.47,5645.46,5438.37,0.1151,0.1039,0.025,36,4630.590000000004,-207.09000000000015
100146,Core,North Europe,Direct,Midscale,78.9,1,0,0.165,0.0,95,95,159.17,15121.42,15121.42,2495.04,2495.04,0.1039,0.1019,0.01,0,0.0,0.0
100147,Core,South Europe,Corporate,Upscale,78.1,1,0,0.165,0.0,254,225,276.58,70250.7,62229.95,11591.37,10267.94,0.1583,0.148,0.01,-29,-8020.75,-1323.4300000000003
100148,Core,Central Europe,Direct,Upscale,77.4,1,0,0.165,0.0,228,223,250.99,57226.04,55971.09,9442.3,9235.23,0.1017,0.1057,0.01,-5,-1254.9500000000044,-207.0699999999997
100149,Growth,West Europe,Corporate,Midscale,72.2,1,1,0.155,0.025,153,136,83.48,12772.86,11353.65,1979.79,1475.98,0.1172,0.105,0.025,-17,-1419.210000000001,-503.80999999999995
100150,Premium,South Europe,Corporate,Midscale,73.5,0,0,0.175,0.0,271,241,110.32,29898.07,26588.32,5232.16,4652.96,0.1056,0.0947,0.01,-30,-3309.75,-579.1999999999998
100151,Long Tail,North Europe,Direct,Midscale,92.8,0,0,0.15,0.0,216,228,145.27,31377.65,33120.85,4706.65,4968.13,0.0744,0.0866,0.01,12,1743.199999999997,261.4800000000005
100152,Growth,West Europe,Mobile,Midscale,76.9,1,0,0.155,0.0,173,169,106.13,18359.86,17935.35,2845.78,2779.98,0.0881,0.0893,0.025,-4,-424.51000000000204,-65.80000000000018
100153,Core,North Europe,Corporate,Midscale,70.1,1,0,0.165,0.0,251,272,144.39,36242.62,39274.87,5980.03,6480.35,0.1094,0.1067,0.01,21,3032.25,500.3200000000006
100154,Growth,West Europe,Corporate,Budget,72.8,1,0,0.155,0.0,232,191,90.98,21107.37,17377.19,3271.64,2693.46,0.1121,0.1282,0.01,-41,-3730.1800000000003,-578.1799999999998
100155,Core,South Europe,Corporate,Midscale,89.0,1,0,0.165,0.0,64,63,123.97,7934.14,7810.17,1309.13,1288.68,0.11,0.0879,0.01,-1,-123.97000000000025,-20.450000000000045
100156,Core,Central Europe,Affiliate,Upscale,84.8,1,1,0.165,0.025,203,201,247.26,50193.64,49699.12,8281.95,6957.88,0.0935,0.1148,0.01,-2,-494.5199999999968,-1324.0700000000006
100157,Core,North Europe,Direct,Budget,83.6,1,0,0.165,0.0,224,243,70.56,15806.36,17147.08,2608.05,2829.27,0.0755,0.065,0.01,19,1340.7200000000012,221.2199999999998
100158,Premium,West Europe,Mobile,Upscale,75.4,0,0,0.175,0.0,210,223,197.63,41501.85,44071.02,7262.82,7712.43,0.088,0.0906,0.01,13,2569.1699999999983,449.6100000000006
100159,Premium,South Europe,Affiliate,Upscale,83.7,0,0,0.175,0.0,281,297,278.28,78195.61,82648.03,13684.23,14463.4,0.0539,0.0468,0.01,16,4452.419999999998,779.1700000000001
100160,Growth,Central Europe,Affiliate,Budget,71.6,1,0,0.155,0.0,196,223,103.78,20341.71,23143.88,3152.96,3587.3,0.142,0.1309,0.01,27,2802.170000000002,434.34000000000015
100161,Long Tail,South Europe,Direct,Midscale,75.4,0,0,0.15,0.0,270,261,128.27,34632.3,33477.89,5194.84,5021.68,0.0827,0.0985,0.01,-9,-1154.4100000000035,-173.15999999999985
100162,Growth,West Europe,Affiliate,Upscale,87.7,1,0,0.155,0.0,201,225,221.48,44517.03,49832.49,6900.14,7724.04,0.1067,0.129,0.01,24,5315.459999999999,823.8999999999996
100163,Growth,South Europe,Direct,Upscale,86.7,1,1,0.155,0.025,171,171,153.29,26213.41,26213.41,4063.08,3407.74,0.0905,0.0827,0.01,0,0.0,-655.3400000000001
100164,Core,West Europe,Mobile,Budget,68.2,1,1,0.165,0.025,243,228,98.06,23827.59,22356.75,3931.55,3129.95,0.1118,0.1244,0.01,-15,-1470.8400000000001,-801.6000000000004
100165,Core,Central Europe,Direct,Midscale,69.4,1,0,0.165,0.0,168,179,112.09,18831.58,20064.6,3107.21,3310.66,0.0999,0.1006,0.01,11,1233.0199999999968,203.44999999999982
100166,Premium,West Europe,Mobile,Midscale,79.1,0,0,0.175,0.0,234,202,136.6,31964.66,27593.42,5593.82,4828.85,0.0724,0.0932,0.025,-32,-4371.240000000002,-764.9699999999993
100167,Premium,South Europe,Mobile,Budget,95.3,0,0,0.175,0.0,252,265,107.85,27178.24,28580.29,4756.19,5001.55,0.0499,0.0246,0.01,13,1402.0499999999993,245.36000000000058
100168,Core,North Europe,Affiliate,Budget,58.8,0,0,0.165,0.0,222,224,78.38,17399.98,17556.74,2871.0,2896.86,0.1578,0.1624,0.01,2,156.76000000000204,25.860000000000127
100169,Long Tail,West Europe,Affiliate,Budget,80.8,0,0,0.15,0.0,91,100,82.49,7506.22,8248.59,1125.93,1237.29,0.0931,0.0844,0.01,9,742.3699999999999,111.3599999999999
100170,Core,Central Europe,Direct,Budget,64.2,0,0,0.165,0.0,240,239,74.67,17921.22,17846.55,2957.0,2944.68,0.1368,0.1085,0.01,-1,-74.67000000000189,-12.320000000000164
100171,Core,South Europe,Corporate,Midscale,71.7,1,0,0.165,0.0,225,226,144.27,32459.84,32604.1,5355.87,5379.68,0.135,0.1307,0.01,1,144.2599999999984,23.8100000000004
100172,Growth,West Europe,Mobile,Midscale,74.4,1,1,0.155,0.025,379,427,123.12,46662.99,52572.81,7232.76,6834.47,0.0871,0.0857,0.025,48,5909.82,-398.28999999999996
100173,Long Tail,Central Europe,Direct,Midscale,73.8,0,0,0.15,0.0,138,130,148.55,20500.02,19311.62,3075.0,2896.74,0.1086,0.1007,0.01,-8,-1188.4000000000015,-178.26000000000022
100174,Growth,Central Europe,Direct,Midscale,72.7,1,1,0.155,0.025,143,147,175.97,25164.4,25868.3,3900.48,3362.88,0.1004,0.0846,0.01,4,703.8999999999978,-537.5999999999999
100175,Growth,West Europe,Direct,Midscale,78.1,1,0,0.155,0.0,232,242,145.38,33727.56,35181.33,5227.77,5453.11,0.0643,0.0787,0.025,10,1453.770000000004,225.33999999999924
100176,Core,West Europe,Affiliate,Budget,72.6,1,0,0.165,0.0,211,210,90.74,19146.92,19056.17,3159.24,3144.27,0.0946,0.0945,0.01,-1,-90.75,-14.9699999999998
100177,Long Tail,West Europe,Corporate,Budget,63.4,0,0,0.15,0.0,181,174,111.69,20215.02,19433.22,3032.25,2914.98,0.1243,0.1257,0.01,-7,-781.7999999999993,-117.26999999999998
100178,Long Tail,South Europe,Mobile,Budget,85.8,0,0,0.15,0.0,97,96,75.69,7342.3,7266.61,1101.35,1089.99,0.0722,0.0516,0.01,-1,-75.69000000000051,-11.3599999999999
100179,Premium,West Europe,Direct,Budget,85.5,0,0,0.175,0.0,140,160,83.77,11727.51,13402.87,2052.31,2345.5,0.0768,0.0683,0.01,20,1675.3600000000006,293.19000000000005
100180,Long Tail,West Europe,Mobile,Budget,86.4,0,0,0.15,0.0,153,147,72.75,11130.83,10694.33,1669.62,1604.15,0.0796,0.0905,0.01,-6,-436.5,-65.4699999999998
100181,Long Tail,Central Europe,Direct,Budget,62.6,0,0,0.15,0.0,218,209,84.01,18313.36,17557.3,2747.0,2633.59,0.1632,0.164,0.01,-9,-756.0600000000013,-113.40999999999985
100182,Core,Central Europe,Mobile,Budget,81.0,1,0,0.165,0.0,253,214,57.16,14462.15,12232.81,2386.25,2018.41,0.0442,0.0486,0.01,-39,-2229.34,-367.8399999999999
100183,Core,Central Europe,Direct,Midscale,84.8,1,0,0.165,0.0,265,264,129.43,34298.48,34169.06,5659.25,5637.89,0.0984,0.1,0.01,-1,-129.42000000000553,-21.359999999999673
100184,Premium,Central Europe,Affiliate,Midscale,67.7,0,0,0.175,0.0,134,142,118.72,15907.97,16857.7,2783.89,2950.1,0.0985,0.1248,0.01,8,949.7300000000014,166.21000000000004
100185,Core,South Europe,Corporate,Upscale,78.1,1,1,0.165,0.025,200,222,310.8,62160.53,68998.19,10256.49,9659.75,0.0772,0.0805,0.01,22,6837.6600000000035,-596.7399999999998
100186,Core,South Europe,Direct,Midscale,76.8,1,1,0.165,0.025,296,309,114.15,33788.73,35272.69,5575.14,4938.18,0.0877,0.0878,0.01,13,1483.9599999999991,-636.96
100187,Growth,South Europe,Mobile,Midscale,96.4,1,1,0.155,0.025,274,324,125.16,34292.96,40550.8,5315.41,5271.6,0.0895,0.1015,0.01,50,6257.840000000004,-43.80999999999949
100188,Premium,West Europe,Corporate,Budget,97.2,0,0,0.175,0.0,147,157,92.19,13551.63,14473.51,2371.54,2532.86,0.0901,0.1104,0.01,10,921.880000000001,161.32000000000016
100189,Core,West Europe,Direct,Midscale,61.4,0,0,0.165,0.0,175,193,135.94,23789.66,26236.59,3925.29,4329.04,0.1165,0.1018,0.025,18,2446.9300000000003,403.75
100190,Long Tail,West Europe,Direct,Budget,98.0,0,0,0.15,0.0,187,204,89.17,16674.14,18189.97,2501.12,2728.5,0.0984,0.1006,0.01,17,1515.8300000000017,227.3800000000001
100191,Growth,South Europe,Mobile,Midscale,68.8,1,1,0.155,0.025,50,62,146.97,7348.39,9112.0,1139.0,1184.56,0.1352,0.1561,0.01,12,1763.6099999999997,45.559999999999945
100192,Growth,West Europe,Direct,Midscale,87.8,1,0,0.155,0.0,224,221,126.28,28286.22,27907.38,4384.36,4325.64,0.1028,0.1045,0.025,-3,-378.84000000000015,-58.719999999999345
100193,Premium,West Europe,Direct,Midscale,87.7,0,0,0.175,0.0,184,162,168.88,31073.32,27358.03,5437.83,4787.66,0.0689,0.0836,0.025,-22,-3715.290000000001,-650.1700000000001
100194,Growth,South Europe,Affiliate,Budget,68.0,1,1,0.155,0.025,270,312,74.49,20111.13,23239.53,3117.23,3021.14,0.1168,0.127,0.01,42,3128.399999999998,-96.09000000000015
100195,Growth,West Europe,Mobile,Midscale,82.9,1,0,0.155,0.0,192,205,158.13,30360.38,32416.03,4705.86,5024.48,0.1003,0.115,0.025,13,2055.649999999998,318.6199999999999
100196,Core,North Europe,Direct,Upscale,76.9,1,0,0.165,0.0,226,258,256.44,57954.46,66160.4,9562.49,10916.47,0.0741,0.0661,0.01,32,8205.939999999995,1353.9799999999996
100197,Long Tail,Central Europe,Direct,Midscale,83.5,0,0,0.15,0.0,139,155,116.28,16162.82,18023.28,2424.42,2703.49,0.0479,0.0381,0.01,16,1860.4599999999991,279.0699999999997
100198,Growth,Central Europe,Mobile,Midscale,80.3,1,1,0.155,0.025,186,236,130.75,24319.37,30856.84,3769.5,4011.39,0.0402,0.0602,0.01,50,6537.470000000001,241.88999999999987
100199,Core,North Europe,Affiliate,Midscale,90.0,1,0,0.165,0.0,406,429,143.55,58281.2,61582.85,9616.4,10161.17,0.0818,0.0813,0.01,23,3301.6500000000015,544.7700000000004
100200,Premium,North Europe,Mobile,Budget,78.8,0,0,0.175,0.0,196,200,108.8,21324.91,21760.11,3731.86,3808.02,0.0999,0.0977,0.01,4,435.2000000000007,76.15999999999985
100201,Long Tail,West Europe,Direct,Midscale,76.3,0,0,0.15,0.0,136,119,140.95,19168.72,16772.63,2875.31,2515.89,0.0657,0.0542,0.025,-17,-2396.09,-359.4200000000001
100202,Core,South Europe,Corporate,Midscale,89.0,1,1,0.165,0.025,211,224,130.05,27440.92,29131.59,4527.75,4078.42,0.1073,0.136,0.01,13,1690.670000000002,-449.3299999999999
100203,Growth,Central Europe,Mobile,Budget,83.8,1,1,0.155,0.025,240,251,64.26,15422.58,16129.45,2390.5,2096.83,0.0907,0.104,0.01,11,706.8700000000008,-293.6700000000001
100204,Growth,North Europe,Direct,Budget,85.3,1,1,0.155,0.025,421,469,67.61,28462.91,31708.09,4411.75,4122.05,0.1189,0.1112,0.01,48,3245.1800000000003,-289.6999999999998
100205,Growth,South Europe,Mobile,Upscale,71.4,1,1,0.155,0.025,253,278,232.26,58762.04,64568.56,9108.12,8393.91,0.11,0.1379,0.01,25,5806.519999999997,-714.210000000001
100206,Growth,North Europe,Affiliate,Midscale,67.5,1,0,0.155,0.0,169,176,138.61,23424.31,24394.55,3630.77,3781.15,0.0783,0.0861,0.01,7,970.239999999998,150.3800000000001
100207,Core,West Europe,Direct,Midscale,72.3,1,0,0.165,0.0,309,306,121.83,37644.18,37278.7,6211.29,6150.99,0.1111,0.1178,0.025,-3,-365.4800000000032,-60.30000000000018
100208,Growth,Central Europe,Direct,Midscale,71.8,1,1,0.155,0.025,270,318,122.79,33152.28,39046.02,5138.6,5075.98,0.117,0.1293,0.01,48,5893.739999999998,-62.6200000000008
100209,Core,North Europe,Mobile,Midscale,85.9,1,1,0.165,0.025,176,139,132.39,23300.83,18402.36,3844.64,2576.33,0.0709,0.0627,0.01,-37,-4898.470000000001,-1268.31
100210,Premium,North Europe,Direct,Midscale,87.8,0,0,0.175,0.0,396,403,134.02,53070.07,54008.18,9287.26,9451.43,0.0464,0.0696,0.01,7,938.1100000000006,164.17000000000007
100211,Core,West Europe,Direct,Budget,76.4,1,1,0.165,0.025,116,133,93.72,10871.16,12464.35,1793.74,1745.01,0.0976,0.0949,0.01,17,1593.1900000000005,-48.73000000000002
100212,Growth,South Europe,Direct,Midscale,92.3,1,0,0.155,0.0,157,183,142.13,22313.89,26009.18,3458.65,4031.42,0.0524,0.0632,0.01,26,3695.290000000001,572.77
100213,Premium,Central Europe,Direct,Midscale,91.7,0,0,0.175,0.0,138,147,95.08,13120.38,13976.06,2296.07,2445.81,0.1062,0.1145,0.01,9,855.6800000000003,149.73999999999978
100214,Premium,Central Europe,Direct,Budget,80.4,0,0,0.175,0.0,106,122,66.18,7015.38,8074.31,1227.69,1413.0,0.0804,0.0841,0.01,16,1058.9300000000003,185.30999999999995
100215,Premium,North Europe,Affiliate,Midscale,69.8,0,0,0.175,0.0,340,345,128.84,43806.14,44450.35,7666.07,7778.81,0.1456,0.1478,0.01,5,644.2099999999991,112.74000000000069
100216,Growth,North Europe,Direct,Budget,93.8,1,0,0.155,0.0,258,258,106.61,27506.3,27506.3,4263.48,4263.48,0.03,0.0366,0.01,0,0.0,0.0
100217,Growth,South Europe,Direct,Midscale,77.4,1,0,0.155,0.0,117,123,170.84,19988.56,21013.61,3098.23,3257.11,0.0974,0.1065,0.01,6,1025.0499999999993,158.8800000000001
100218,Long Tail,West Europe,Affiliate,Midscale,79.3,0,0,0.15,0.0,133,133,135.41,18010.19,18010.19,2701.53,2701.53,0.1277,0.1114,0.025,0,0.0,0.0
100219,Core,Central Europe,Direct,Midscale,74.6,1,1,0.165,0.025,263,254,138.89,36527.79,35277.79,6027.09,4938.89,0.0748,0.0875,0.01,-9,-1250.0,-1088.1999999999998
100220,Core,South Europe,Mobile,Midscale,69.1,1,1,0.165,0.025,140,138,124.37,17411.65,17162.91,2872.92,2402.81,0.0992,0.1023,0.01,-2,-248.7400000000016,-470.1100000000001
100221,Core,North Europe,Direct,Upscale,63.3,0,0,0.165,0.0,157,141,247.97,38930.89,34963.41,6423.6,5768.96,0.0996,0.0949,0.01,-16,-3967.479999999996,-654.6400000000003
100222,Core,Central Europe,Direct,Midscale,84.3,1,1,0.165,0.025,398,431,108.26,43089.24,46661.97,7109.72,6532.68,0.0692,0.0861,0.01,33,3572.730000000003,-577.04
100223,Long Tail,North Europe,Direct,Midscale,70.2,0,0,0.15,0.0,116,116,131.26,15226.63,15226.63,2283.99,2283.99,0.1082,0.0994,0.01,0,0.0,0.0
100224,Core,West Europe,Affiliate,Midscale,98.0,1,0,0.165,0.0,126,122,114.39,14412.61,13955.07,2378.08,2302.59,0.0387,0.022,0.025,-4,-457.5400000000009,-75.48999999999978
100225,Long Tail,West Europe,Direct,Budget,67.1,0,0,0.15,0.0,102,97,80.67,8227.84,7824.52,1234.18,1173.68,0.1026,0.1122,0.01,-5,-403.3199999999997,-60.5
100226,Growth,West Europe,Mobile,Budget,65.4,0,0,0.155,0.0,104,109,81.5,8475.62,8883.1,1313.72,1376.88,0.1202,0.1032,0.01,5,407.47999999999956,63.16000000000008
100227,Core,South Europe,Direct,Midscale,83.1,1,0,0.165,0.0,258,276,110.18,28427.45,30410.76,4690.53,5017.78,0.0823,0.0592,0.01,18,1983.3099999999977,327.25
100228,Core,South Europe,Affiliate,Budget,93.3,1,0,0.165,0.0,157,141,45.0,7065.0,6345.0,1165.73,1046.92,0.0513,0.0622,0.01,-16,-720.0,-118.80999999999995
100229,Growth,Central Europe,Affiliate,Midscale,78.6,1,0,0.155,0.0,155,137,153.27,23756.66,20997.82,3682.28,3254.66,0.1184,0.1203,0.01,-18,-2758.84,-427.62000000000035
100230,Growth,Central Europe,Direct,Midscale,83.7,1,0,0.155,0.0,451,490,164.02,73972.51,80369.24,11465.74,12457.23,0.1052,0.1109,0.01,39,6396.7300000000105,991.4899999999998
100231,Core,West Europe,Affiliate,Midscale,59.6,0,0,0.165,0.0,108,95,165.53,17877.23,15725.34,2949.74,2594.68,0.0878,0.0825,0.025,-13,-2151.8899999999994,-355.05999999999995
100232,Long Tail,North Europe,Direct,Budget,71.2,0,0,0.15,0.0,75,79,95.51,7162.91,7544.94,1074.44,1131.74,0.0685,0.0519,0.01,4,382.02999999999975,57.299999999999955
100233,Core,South Europe,Direct,Midscale,67.3,1,1,0.165,0.025,122,144,125.04,15254.5,18005.31,2516.99,2520.74,0.0815,0.1176,0.01,22,2750.8100000000013,3.75
100234,Long Tail,Central Europe,Direct,Midscale,59.0,0,0,0.15,0.0,160,183,112.18,17948.88,20529.03,2692.33,3079.35,0.128,0.1248,0.01,23,2580.149999999998,387.02
100235,Premium,West Europe,Mobile,Midscale,79.2,0,0,0.175,0.0,292,311,160.23,46786.69,49831.03,8187.67,8720.43,0.0989,0.0837,0.025,19,3044.3399999999965,532.7600000000002
100236,Core,West Europe,Corporate,Budget,55.6,0,0,0.165,0.0,136,145,69.34,9429.92,10053.96,1555.94,1658.9,0.138,0.1417,0.01,9,624.039999999999,102.96000000000004
100237,Premium,West Europe,Direct,Midscale,64.8,0,0,0.175,0.0,173,208,189.87,32847.25,39492.65,5748.27,6911.21,0.0999,0.0943,0.025,35,6645.4000000000015,1162.9399999999996
100238,Growth,North Europe,Affiliate,Budget,72.6,1,0,0.155,0.0,244,193,79.16,19315.34,15278.12,2993.88,2368.11,0.0762,0.0784,0.01,-51,-4037.2199999999993,-625.77
100239,Growth,South Europe,Mobile,Midscale,69.7,1,0,0.155,0.0,222,213,178.4,39605.62,37999.99,6138.87,5890.0,0.1255,0.1274,0.01,-9,-1605.6300000000047,-248.8699999999999
100240,Premium,West Europe,Direct,Midscale,82.0,0,0,0.175,0.0,232,250,131.55,30519.73,32887.65,5340.95,5755.34,0.0751,0.0797,0.025,18,2367.920000000002,414.3900000000003
100241,Premium,South Europe,Mobile,Upscale,81.1,0,0,0.175,0.0,299,290,216.97,64873.91,62921.18,11352.93,11011.21,0.0946,0.1006,0.01,-9,-1952.7300000000032,-341.72000000000116
100242,Growth,Central Europe,Affiliate,Budget,86.9,1,1,0.155,0.025,150,181,94.61,14191.36,17124.24,2199.66,2226.15,0.0447,0.0359,0.01,31,2932.880000000001,26.490000000000236
100243,Core,Central Europe,Corporate,Midscale,85.5,1,1,0.165,0.025,150,155,112.5,16874.27,17436.74,2784.25,2441.14,0.0707,0.0574,0.01,5,562.4700000000012,-343.1100000000001
100244,Core,West Europe,Corporate,Budget,89.4,1,0,0.165,0.0,264,267,92.97,24544.2,24823.12,4049.79,4095.81,0.1059,0.1087,0.01,3,278.91999999999825,46.01999999999998
100245,Long Tail,West Europe,Direct,Midscale,78.0,0,0,0.15,0.0,150,146,112.27,16841.17,16392.07,2526.18,2458.81,0.0754,0.0463,0.025,-4,-449.09999999999854,-67.36999999999989
100246,Core,South Europe,Direct,Midscale,81.0,1,0,0.165,0.0,85,81,107.94,9175.0,8743.24,1513.88,1442.63,0.1103,0.1181,0.01,-4,-431.7600000000002,-71.25
100247,Core,Central Europe,Affiliate,Midscale,83.1,1,1,0.165,0.025,206,203,149.68,30833.15,30384.12,5087.47,4253.78,0.03,0.02,0.01,-3,-449.0300000000025,-833.6900000000005
100248,Core,West Europe,Direct,Budget,79.4,1,1,0.165,0.025,393,416,99.35,39043.92,41328.94,6442.25,5786.05,0.0778,0.066,0.01,23,2285.020000000004,-656.1999999999998
100249,Core,Central Europe,Direct,Budget,74.0,1,1,0.165,0.025,252,243,80.73,20343.32,19616.77,3356.65,2746.35,0.0935,0.0799,0.01,-9,-726.5499999999993,-610.3000000000002
100250,Core,North Europe,Corporate,Budget,74.7,1,0,0.165,0.0,159,173,82.47,13112.01,14266.52,2163.48,2353.98,0.1406,0.1368,0.01,14,1154.5100000000002,190.5
100251,Long Tail,Central Europe,Direct,Upscale,69.8,0,0,0.15,0.0,94,100,211.89,19917.34,21188.66,2987.6,3178.3,0.0732,0.0601,0.01,6,1271.3199999999997,190.70000000000027
100252,Core,North Europe,Affiliate,Midscale,82.2,1,1,0.165,0.025,230,261,163.31,37561.04,42623.61,6197.57,5967.31,0.1054,0.0966,0.01,31,5062.57,-230.2599999999993
100253,Growth,North Europe,Mobile,Budget,77.1,1,1,0.155,0.025,323,321,81.89,26449.03,26285.26,4099.6,3417.08,0.1208,0.1189,0.01,-2,-163.77000000000044,-682.5200000000004
100254,Growth,West Europe,Direct,Upscale,71.4,1,0,0.155,0.0,103,87,287.59,29622.13,25020.63,4591.43,3878.2,0.0827,0.0715,0.01,-16,-4601.5,-713.2300000000005
100255,Premium,North Europe,Affiliate,Budget,71.4,0,0,0.175,0.0,254,254,102.48,26031.04,26031.04,4555.43,4555.43,0.0914,0.0978,0.01,0,0.0,0.0
100256,Premium,North Europe,Corporate,Midscale,65.9,0,0,0.175,0.0,195,246,165.16,32205.72,40628.75,5636.0,7110.03,0.1103,0.1028,0.01,51,8423.029999999999,1474.0299999999997
100257,Growth,North Europe,Affiliate,Midscale,87.8,1,0,0.155,0.0,248,276,132.69,32907.9,36623.31,5100.72,5676.61,0.0454,0.0343,0.01,28,3715.409999999996,575.8899999999994
100258,Growth,West Europe,Direct,Upscale,78.8,1,1,0.155,0.025,125,131,206.81,25851.3,27092.16,4006.95,3521.98,0.0811,0.0825,0.01,6,1240.8600000000006,-484.9699999999998
100259,Core,South Europe,Direct,Midscale,69.4,1,0,0.165,0.0,278,289,136.26,37879.39,39378.22,6250.1,6497.41,0.1348,0.1462,0.01,11,1498.8300000000017,247.3099999999995
100260,Growth,North Europe,Corporate,Midscale,86.1,1,1,0.155,0.025,377,438,139.42,52559.66,61064.01,8146.75,7938.32,0.0974,0.1066,0.01,61,8504.349999999999,-208.4300000000003
100261,Premium,South Europe,Direct,Upscale,72.4,0,0,0.175,0.0,293,257,236.84,69392.98,60866.88,12143.77,10651.7,0.0956,0.1058,0.01,-36,-8526.099999999999,-1492.0699999999997
100262,Core,Central Europe,Affiliate,Budget,63.9,0,0,0.165,0.0,314,353,83.81,26315.27,29583.73,4342.02,4881.31,0.1118,0.109,0.01,39,3268.459999999999,539.29
100263,Growth,North Europe,Direct,Upscale,88.2,1,1,0.155,0.025,202,218,197.41,39876.07,43034.57,6180.79,5594.49,0.0965,0.1152,0.01,16,3158.5,-586.3000000000002
100264,Long Tail,North Europe,Direct,Upscale,72.6,0,0,0.15,0.0,142,141,238.52,33870.3,33631.77,5080.54,5044.77,0.1186,0.1108,0.01,-1,-238.5300000000061,-35.76999999999953
100265,Growth,Central Europe,Corporate,Upscale,73.9,1,0,0.155,0.0,269,270,242.08,65118.22,65360.29,10093.32,10130.85,0.084,0.086,0.01,1,242.0699999999997,37.530000000000655
100266,Core,Central Europe,Affiliate,Budget,78.4,1,1,0.165,0.025,226,257,100.04,22609.87,25711.22,3730.63,3599.57,0.1312,0.1244,0.01,31,3101.350000000002,-131.05999999999995
100267,Growth,West Europe,Corporate,Budget,89.4,1,0,0.155,0.0,213,199,95.58,20358.23,19020.13,3155.53,2948.12,0.1135,0.1083,0.01,-14,-1338.0999999999985,-207.4100000000003
100268,Growth,Central Europe,Direct,Midscale,78.2,1,1,0.155,0.025,205,193,124.82,25588.77,24090.89,3966.26,3131.82,0.11,0.0944,0.01,-12,-1497.880000000001,-834.44
100269,Growth,North Europe,Affiliate,Midscale,66.0,0,0,0.155,0.0,316,325,162.18,51249.05,52708.67,7943.6,8169.84,0.0856,0.0998,0.01,9,1459.6199999999953,226.23999999999978
100270,Growth,West Europe,Mobile,Midscale,83.4,1,1,0.155,0.025,223,200,134.1,29904.27,26819.97,4635.16,3486.6,0.0618,0.0719,0.025,-23,-3084.2999999999993,-1148.56
100271,Growth,South Europe,Direct,Upscale,73.2,1,1,0.155,0.025,307,328,241.4,74110.87,79180.34,11487.18,10293.44,0.0906,0.1105,0.01,21,5069.470000000001,-1193.7399999999998
100272,Growth,West Europe,Direct,Midscale,96.9,1,0,0.155,0.0,239,265,125.31,29948.14,33206.09,4641.96,5146.94,0.0739,0.0654,0.025,26,3257.949999999997,504.97999999999956
100273,Core,South Europe,Mobile,Budget,78.0,1,1,0.165,0.025,289,314,84.05,24289.25,26390.39,4007.73,3694.66,0.0491,0.0669,0.01,25,2101.1399999999994,-313.07000000000016
100274,Premium,West Europe,Direct,Midscale,55.6,0,0,0.175,0.0,209,229,164.68,34419.16,37712.86,6023.35,6599.75,0.1305,0.1391,0.025,20,3293.699999999997,576.3999999999996
100275,Core,South Europe,Affiliate,Budget,81.6,1,1,0.165,0.025,250,273,102.4,25600.45,27955.69,4224.07,3913.8,0.1215,0.1291,0.01,23,2355.239999999998,-310.2699999999995
100276,Core,West Europe,Corporate,Budget,97.4,1,1,0.165,0.025,175,219,91.96,16092.32,20138.39,2655.23,2819.37,0.0861,0.0836,0.01,44,4046.0699999999997,164.13999999999987
100277,Core,West Europe,Direct,Budget,93.8,1,1,0.165,0.025,240,236,85.49,20517.21,20175.26,3385.34,2824.54,0.0589,0.0761,0.01,-4,-341.9500000000007,-560.8000000000002
100278,Long Tail,North Europe,Direct,Midscale,96.3,0,0,0.15,0.0,119,123,104.63,12451.52,12870.06,1867.73,1930.51,0.0531,0.0423,0.01,4,418.53999999999905,62.77999999999997
100279,Long Tail,North Europe,Direct,Midscale,67.8,0,0,0.15,0.0,107,103,115.73,12382.62,11919.71,1857.39,1787.96,0.1122,0.0941,0.01,-4,-462.9100000000017,-69.43000000000006
